Timestamp,Heart Rate,Acceleration X,Acceleration Y,Acceleration Z
2024-09-11 06:06:26,67.0,0.079437255859375,0.960296630859375,-0.261993408203125
2024-09-11 06:06:28,60.0,0.0796661376953125,0.96209716796875,-0.26416015625
2024-09-11 06:06:30,60.0,0.080108642578125,0.9590911865234376,-0.26263427734375
2024-09-11 06:06:32,60.0,0.0819549560546875,0.9604644775390624,-0.2631378173828125
2024-09-11 06:06:34,60.0,0.0799407958984375,0.9608917236328124,-0.262847900390625
2024-09-11 06:06:36,60.0,0.0786590576171875,0.9626312255859376,-0.2621917724609375
2024-09-11 06:06:38,61.0,0.079437255859375,0.9618988037109376,-0.262237548828125
2024-09-11 06:06:40,61.0,0.0802459716796875,0.961090087890625,-0.261810302734375
2024-09-11 06:06:42,61.0,0.079620361328125,0.9598236083984376,-0.26348876953125
2024-09-11 06:06:44,64.0,0.08184814453125,0.959381103515625,-0.263916015625
2024-09-11 06:06:46,64.0,0.07904052734375,0.9616546630859376,-0.263336181640625
2024-09-11 06:06:48,63.0,0.0772247314453125,0.960845947265625,-0.263916015625
2024-09-11 06:06:50,63.0,0.079254150390625,0.96002197265625,-0.2644195556640625
2024-09-11 06:06:52,63.0,0.0788726806640625,0.9608612060546876,-0.264434814453125
2024-09-11 06:06:54,63.0,0.0786590576171875,0.96173095703125,-0.26239013671875
2024-09-11 06:06:56,63.0,0.081695556640625,0.96026611328125,-0.2634124755859375
2024-09-11 06:06:58,65.0,0.078399658203125,0.95965576171875,-0.2635345458984375
2024-09-11 06:07:00,65.0,0.079925537109375,0.9597625732421876,-0.2630615234375
2024-09-11 06:07:02,65.0,0.0811614990234375,0.959991455078125,-0.261871337890625
2024-09-11 06:07:04,65.0,0.0804290771484375,0.9598541259765624,-0.26177978515625
2024-09-11 06:07:06,65.0,0.079742431640625,0.959716796875,-0.261444091796875
2024-09-11 06:07:08,65.0,0.0808563232421875,0.960784912109375,-0.2628021240234375
2024-09-11 06:07:10,65.0,0.0797119140625,0.9605255126953124,-0.2630157470703125
2024-09-11 06:07:12,65.0,0.0814971923828125,0.9613037109375,-0.2637481689453125
2024-09-11 06:07:14,63.0,0.07977294921875,0.96331787109375,-0.2616119384765625
2024-09-11 06:07:16,63.0,0.0797882080078125,0.96112060546875,-0.2617034912109375
2024-09-11 06:07:18,63.0,0.0808258056640625,0.9599456787109376,-0.262115478515625
2024-09-11 06:07:20,63.0,0.0798187255859375,0.9597015380859376,-0.262115478515625
2024-09-11 06:07:22,63.0,0.0820159912109375,0.9597625732421876,-0.26263427734375
2024-09-11 06:07:24,66.0,0.07733154296875,0.9672393798828124,-0.257537841796875
2024-09-11 06:07:26,66.0,0.074981689453125,0.2711181640625,-0.9435272216796876
2024-09-11 06:07:28,67.0,0.0987396240234375,0.40533447265625,-0.909149169921875
2024-09-11 06:07:30,67.0,0.10467529296875,0.41314697265625,-0.9057464599609376
2024-09-11 06:07:32,67.0,0.1069183349609375,0.415863037109375,-0.9039764404296876
2024-09-11 06:07:34,68.0,0.105682373046875,0.420440673828125,-0.90380859375
2024-09-11 06:07:36,68.0,0.10443115234375,0.41961669921875,-0.9022369384765624
2024-09-11 06:07:38,75.0,0.1031494140625,0.423797607421875,-0.9016571044921876
2024-09-11 06:07:40,75.0,0.10418701171875,0.4216156005859375,-0.901824951171875
2024-09-11 06:07:42,75.0,0.103546142578125,0.4231109619140625,-0.9008331298828124
2024-09-11 06:07:44,78.0,0.10223388671875,0.4235076904296875,-0.9013671875
2024-09-11 06:07:46,78.0,0.1053924560546875,0.4234161376953125,-0.900177001953125
2024-09-11 06:07:48,77.00000000000001,0.104400634765625,0.4235687255859375,-0.90179443359375
2024-09-11 06:07:50,77.00000000000001,0.103729248046875,0.4236602783203125,-0.9017333984375
2024-09-11 06:07:52,77.00000000000001,0.1064453125,0.423736572265625,-0.90130615234375
2024-09-11 06:07:54,71.0,0.1053009033203125,0.422576904296875,-0.8997650146484375
2024-09-11 06:07:56,71.0,0.10345458984375,0.4249267578125,-0.9015350341796876
2024-09-11 06:07:58,70.0,0.1045684814453125,0.4248504638671875,-0.899627685546875
2024-09-11 06:08:00,70.0,0.10516357421875,0.4256744384765625,-0.901580810546875
2024-09-11 06:08:02,70.0,0.1038665771484375,0.427703857421875,-0.9016265869140624
2024-09-11 06:08:04,69.0,0.10333251953125,0.424560546875,-0.8985748291015625
2024-09-11 06:08:06,69.0,0.104736328125,0.4271392822265625,-0.899658203125
2024-09-11 06:08:08,65.0,0.1027374267578125,0.4263763427734375,-0.9021759033203124
2024-09-11 06:08:10,65.0,0.10430908203125,0.4278106689453125,-0.8985595703125
2024-09-11 06:08:12,65.0,0.1053314208984375,0.42474365234375,-0.900115966796875
2024-09-11 06:08:14,62.00000000000001,0.1045684814453125,0.42633056640625,-0.89862060546875
2024-09-11 06:08:16,62.00000000000001,0.1044769287109375,0.4275970458984375,-0.9007415771484376
2024-09-11 06:08:18,60.0,0.1059112548828125,0.42578125,-0.9022369384765624
2024-09-11 06:08:20,60.0,0.1029510498046875,0.4248046875,-0.89959716796875
2024-09-11 06:08:22,60.0,0.1054840087890625,0.423583984375,-0.9012298583984376
2024-09-11 06:08:24,60.0,0.105621337890625,0.425872802734375,-0.8994903564453125
2024-09-11 06:08:26,60.0,0.1038360595703125,0.425140380859375,-0.898834228515625
2024-09-11 06:08:28,61.0,0.1044158935546875,0.425994873046875,-0.9054718017578124
2024-09-11 06:08:30,61.0,0.1046295166015625,0.42559814453125,-0.8998565673828125
2024-09-11 06:08:32,61.0,0.1035614013671875,0.427459716796875,-0.898284912109375
2024-09-11 06:08:34,66.0,0.10498046875,0.4273834228515625,-0.89984130859375
2024-09-11 06:08:36,66.0,0.10357666015625,0.428497314453125,-0.8988800048828125
2024-09-11 06:08:38,67.0,0.103546142578125,0.430023193359375,-0.899017333984375
2024-09-11 06:08:40,67.0,0.104583740234375,0.425506591796875,-0.8993072509765625
2024-09-11 06:08:42,67.0,0.103179931640625,0.4265899658203125,-0.9003753662109375
2024-09-11 06:08:44,65.0,0.1036224365234375,0.4292449951171875,-0.8992462158203125
2024-09-11 06:08:46,65.0,0.1019287109375,0.428955078125,-0.8972625732421875
2024-09-11 06:08:48,66.0,0.10479736328125,0.4310150146484375,-0.89849853515625
2024-09-11 06:08:50,66.0,0.103363037109375,0.427978515625,-0.898712158203125
2024-09-11 06:08:52,66.0,0.103668212890625,0.4306182861328125,-0.899078369140625
2024-09-11 06:08:54,67.0,0.1033477783203125,0.428131103515625,-0.9001617431640625
2024-09-11 06:08:56,67.0,0.1031036376953125,0.42889404296875,-0.8988037109375
2024-09-11 06:08:58,67.0,0.1047821044921875,0.4303131103515625,-0.9000244140625
2024-09-11 06:09:00,67.0,0.1025390625,0.4308319091796875,-0.8978271484375
2024-09-11 06:09:02,67.0,0.1041717529296875,0.43280029296875,-0.898193359375
2024-09-11 06:09:04,67.0,0.1037750244140625,0.4302978515625,-0.899078369140625
2024-09-11 06:09:06,67.0,0.102935791015625,0.42987060546875,-0.897216796875
2024-09-11 06:09:08,68.0,0.102935791015625,0.4293975830078125,-0.89776611328125
2024-09-11 06:09:10,68.0,0.1039886474609375,0.43170166015625,-0.896636962890625
2024-09-11 06:09:12,68.0,0.102294921875,0.4336395263671875,-0.899017333984375
2024-09-11 06:09:14,68.0,0.104705810546875,0.4273681640625,-0.8972625732421875
2024-09-11 06:09:16,68.0,0.1038818359375,0.431182861328125,-0.899017333984375
2024-09-11 06:09:18,67.0,0.1038818359375,0.4290313720703125,-0.8990936279296875
2024-09-11 06:09:20,67.0,0.103546142578125,0.4293365478515625,-0.897674560546875
2024-09-11 06:09:22,67.0,0.1027069091796875,0.4309234619140625,-0.8994293212890625
2024-09-11 06:09:24,63.0,0.1049957275390625,0.429107666015625,-0.8976593017578125
2024-09-11 06:09:26,63.0,0.10430908203125,0.428436279296875,-0.8975982666015625
2024-09-11 06:09:28,64.0,0.102630615234375,0.4344482421875,-0.8975830078125
2024-09-11 06:09:30,64.0,0.10357666015625,0.4318695068359375,-0.8972015380859375
2024-09-11 06:09:32,68.0,0.1031646728515625,0.4309234619140625,-0.897186279296875
2024-09-11 06:09:34,68.0,0.1022186279296875,0.4284210205078125,-0.8986053466796875
2024-09-11 06:09:36,68.0,0.1021881103515625,0.43463134765625,-0.8974456787109375
2024-09-11 06:09:38,68.0,0.1038360595703125,0.428955078125,-0.8973388671875
2024-09-11 06:09:40,68.0,0.1045074462890625,0.430694580078125,-0.89764404296875
2024-09-11 06:09:42,68.0,0.1031646728515625,0.4306793212890625,-0.897674560546875
2024-09-11 06:09:44,68.0,0.1038970947265625,0.430328369140625,-0.8988800048828125
2024-09-11 06:09:46,68.0,0.1045989990234375,0.43048095703125,-0.8975982666015625
2024-09-11 06:09:48,68.0,0.1015472412109375,0.4317779541015625,-0.8970184326171875
2024-09-11 06:09:50,68.0,0.1022796630859375,0.4290924072265625,-0.8969879150390625
2024-09-11 06:09:52,68.0,0.1045074462890625,0.4298248291015625,-0.8974456787109375
2024-09-11 06:09:54,66.0,0.1029205322265625,0.4311981201171875,-0.8957366943359375
2024-09-11 06:09:56,66.0,0.102752685546875,0.431610107421875,-0.8973236083984375
2024-09-11 06:09:58,66.0,0.1038818359375,0.4308624267578125,-0.8968963623046875
2024-09-11 06:10:00,66.0,0.103607177734375,0.4307403564453125,-0.897003173828125
2024-09-11 06:10:02,66.0,0.104736328125,0.4313812255859375,-0.8971405029296875
2024-09-11 06:10:04,64.0,0.103790283203125,0.4305572509765625,-0.8975830078125
2024-09-11 06:10:06,64.0,0.10369873046875,0.4314727783203125,-0.8978271484375
2024-09-11 06:10:08,63.0,0.1045989990234375,0.4314422607421875,-0.897064208984375
2024-09-11 06:10:10,63.0,0.10406494140625,0.4308624267578125,-0.8980712890625
2024-09-11 06:10:12,63.0,0.102508544921875,0.4332122802734375,-0.8977508544921875
